phase,url,title,title_length,meta_description,description_length,h1_count,canonical,og_title,og_description,og_url,og_image,twitter_card,twitter_title,twitter_description,twitter_image,issues
after,https://agents.kujolang.ai/agents/routine-worker/,Routine Worker | Kujo Chain of Command | Kujo Agents,52,Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status.,119,1,https://agents.kujolang.ai/agents/routine-worker/,Routine Worker | Kujo Chain of Command,Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status.,https://agents.kujolang.ai/agents/routine-worker/,https://agents.kujolang.ai/assets/images/social/routine-worker.jpg,summary_large_image,Routine Worker | Kujo Chain of Command,Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status.,https://agents.kujolang.ai/assets/images/social/routine-worker.jpg,
after,https://agents.kujolang.ai/agents/schema-auditor/,Schema Auditor | Kujo WebOps | Kujo Agents,42,"Review structured data validity, relevance, visible-content consistency, missing appropriate types, and obsolete patterns.",122,1,https://agents.kujolang.ai/agents/schema-auditor/,Schema Auditor | Kujo WebOps,"Review structured data validity, relevance, visible-content consistency, missing appropriate types, and obsolete patterns.",https://agents.kujolang.ai/agents/schema-auditor/,https://agents.kujolang.ai/assets/images/social/schema-auditor.jpg,summary_large_image,Schema Auditor | Kujo WebOps,"Review structured data validity, relevance, visible-content consistency, missing appropriate types, and obsolete patterns.",https://agents.kujolang.ai/assets/images/social/schema-auditor.jpg,
after,https://agents.kujolang.ai/agents/search-performance-analyst/,Search Performance Analyst | Kujo WebOps | Kujo Agents,54,"Analyze longitudinal measured impressions, clicks, CTR, position, query movement, page movement, and query/page relationships.",126,1,https://agents.kujolang.ai/agents/search-performance-analyst/,Search Performance Analyst | Kujo WebOps,"Analyze longitudinal measured impressions, clicks, CTR, position, query movement, page movement, and query/page relationships.",https://agents.kujolang.ai/agents/search-performance-analyst/,https://agents.kujolang.ai/assets/images/social/search-performance-analyst.jpg,summary_large_image,Search Performance Analyst | Kujo WebOps,"Analyze longitudinal measured impressions, clicks, CTR, position, query movement, page movement, and query/page relationships.",https://agents.kujolang.ai/assets/images/social/search-performance-analyst.jpg,
after,https://agents.kujolang.ai/agents/search-submission-operator/,Search Submission Operator | Kujo WebOps | Kujo Agents,54,Submit authorized URLs or sitemaps through supported providers and preserve auditable receipts without promising indexing.,122,1,https://agents.kujolang.ai/agents/search-submission-operator/,Search Submission Operator | Kujo WebOps,Submit authorized URLs or sitemaps through supported providers and preserve auditable receipts without promising indexing.,https://agents.kujolang.ai/agents/search-submission-operator/,https://agents.kujolang.ai/assets/images/social/search-submission-operator.jpg,summary_large_image,Search Submission Operator | Kujo WebOps,Submit authorized URLs or sitemaps through supported providers and preserve auditable receipts without promising indexing.,https://agents.kujolang.ai/assets/images/social/search-submission-operator.jpg,
after,https://agents.kujolang.ai/agents/search-web-standards-watch/,Search & Web Standards Watch | Kujo WebOps | Kujo Agents,56,"Monitor authoritative search, structured-data, indexing, analytics, browser, AI-search, and web-specification changes.",118,1,https://agents.kujolang.ai/agents/search-web-standards-watch/,Search & Web Standards Watch | Kujo WebOps,"Monitor authoritative search, structured-data, indexing, analytics, browser, AI-search, and web-specification changes.",https://agents.kujolang.ai/agents/search-web-standards-watch/,https://agents.kujolang.ai/assets/images/social/search-web-standards-watch.jpg,summary_large_image,Search & Web Standards Watch | Kujo WebOps,"Monitor authoritative search, structured-data, indexing, analytics, browser, AI-search, and web-specification changes.",https://agents.kujolang.ai/assets/images/social/search-web-standards-watch.jpg,
after,https://agents.kujolang.ai/agents/security-reviewer/,Security Reviewer | Kujo Chain of Command | Kujo Agents,55,"Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts.",129,1,https://agents.kujolang.ai/agents/security-reviewer/,Security Reviewer | Kujo Chain of Command,"Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts.",https://agents.kujolang.ai/agents/security-reviewer/,https://agents.kujolang.ai/assets/images/social/security-reviewer.jpg,summary_large_image,Security Reviewer | Kujo Chain of Command,"Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts.",https://agents.kujolang.ai/assets/images/social/security-reviewer.jpg,
after,https://agents.kujolang.ai/agents/seo-auditor/,SEO Auditor | Kujo WebOps | Kujo Agents,39,Synthesize specialist WebOps SEO evidence into a periodic prioritized assessment without reimplementing each specialty.,119,1,https://agents.kujolang.ai/agents/seo-auditor/,SEO Auditor | Kujo WebOps,Synthesize specialist WebOps SEO evidence into a periodic prioritized assessment without reimplementing each specialty.,https://agents.kujolang.ai/agents/seo-auditor/,https://agents.kujolang.ai/assets/images/social/seo-auditor.jpg,summary_large_image,SEO Auditor | Kujo WebOps,Synthesize specialist WebOps SEO evidence into a periodic prioritized assessment without reimplementing each specialty.,https://agents.kujolang.ai/assets/images/social/seo-auditor.jpg,
after,https://agents.kujolang.ai/agents/site-qa-operator/,Site QA Operator | Kujo WebOps | Kujo Agents,44,"Determine whether the deployed site actually loads, links, renders, and behaves sanely using crawl and browser evidence.",120,1,https://agents.kujolang.ai/agents/site-qa-operator/,Site QA Operator | Kujo WebOps,"Determine whether the deployed site actually loads, links, renders, and behaves sanely using crawl and browser evidence.",https://agents.kujolang.ai/agents/site-qa-operator/,https://agents.kujolang.ai/assets/images/social/site-qa-operator.jpg,summary_large_image,Site QA Operator | Kujo WebOps,"Determine whether the deployed site actually loads, links, renders, and behaves sanely using crawl and browser evidence.",https://agents.kujolang.ai/assets/images/social/site-qa-operator.jpg,
after,https://agents.kujolang.ai/agents/sitrep-agent/,SITREP Agent | Kujo Chain of Command | Kujo Agents,50,"Produce short status reports, current-state summaries, and handoff snapshots from available evidence.",101,1,https://agents.kujolang.ai/agents/sitrep-agent/,SITREP Agent | Kujo Chain of Command,"Produce short status reports, current-state summaries, and handoff snapshots from available evidence.",https://agents.kujolang.ai/agents/sitrep-agent/,https://agents.kujolang.ai/assets/images/social/sitrep-agent.jpg,summary_large_image,SITREP Agent | Kujo Chain of Command,"Produce short status reports, current-state summaries, and handoff snapshots from available evidence.",https://agents.kujolang.ai/assets/images/social/sitrep-agent.jpg,
after,https://agents.kujolang.ai/agents/spec-writer/,Spec Writer | Kujo Chain of Command | Kujo Agents,49,"Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations.",132,1,https://agents.kujolang.ai/agents/spec-writer/,Spec Writer | Kujo Chain of Command,"Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations.",https://agents.kujolang.ai/agents/spec-writer/,https://agents.kujolang.ai/assets/images/social/spec-writer.jpg,summary_large_image,Spec Writer | Kujo Chain of Command,"Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations.",https://agents.kujolang.ai/assets/images/social/spec-writer.jpg,
after,https://agents.kujolang.ai/agents/systems-architect/,Systems Architect | Kujo Chain of Command | Kujo Agents,55,"Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence.",110,1,https://agents.kujolang.ai/agents/systems-architect/,Systems Architect | Kujo Chain of Command,"Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence.",https://agents.kujolang.ai/agents/systems-architect/,https://agents.kujolang.ai/assets/images/social/systems-architect.jpg,summary_large_image,Systems Architect | Kujo Chain of Command,"Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence.",https://agents.kujolang.ai/assets/images/social/systems-architect.jpg,
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,Technical SEO Auditor | Kujo WebOps | Kujo Agents,49,"Audit deterministic crawl, canonical, redirect, metadata, structured-data, internal-link, and indexability conditions.",118,1,https://agents.kujolang.ai/agents/technical-seo-auditor/,Technical SEO Auditor | Kujo WebOps,"Audit deterministic crawl, canonical, redirect, metadata, structured-data, internal-link, and indexability conditions.",https://agents.kujolang.ai/agents/technical-seo-auditor/,https://agents.kujolang.ai/assets/images/social/technical-seo-auditor.jpg,summary_large_image,Technical SEO Auditor | Kujo WebOps,"Audit deterministic crawl, canonical, redirect, metadata, structured-data, internal-link, and indexability conditions.",https://agents.kujolang.ai/assets/images/social/technical-seo-auditor.jpg,
after,https://agents.kujolang.ai/agents/test-runner/,Test Runner | Kujo Chain of Command | Kujo Agents,49,"Run explicit test, eval, or smoke commands and report exact results.",68,1,https://agents.kujolang.ai/agents/test-runner/,Test Runner | Kujo Chain of Command,"Run explicit test, eval, or smoke commands and report exact results.",https://agents.kujolang.ai/agents/test-runner/,https://agents.kujolang.ai/assets/images/social/test-runner.jpg,summary_large_image,Test Runner | Kujo Chain of Command,"Run explicit test, eval, or smoke commands and report exact results.",https://agents.kujolang.ai/assets/images/social/test-runner.jpg,
after,https://agents.kujolang.ai/agents/tooling-developer/,Tooling Developer | Kujo Chain of Command | Kujo Agents,55,"Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations.",104,1,https://agents.kujolang.ai/agents/tooling-developer/,Tooling Developer | Kujo Chain of Command,"Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations.",https://agents.kujolang.ai/agents/tooling-developer/,https://agents.kujolang.ai/assets/images/social/tooling-developer.jpg,summary_large_image,Tooling Developer | Kujo Chain of Command,"Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations.",https://agents.kujolang.ai/assets/images/social/tooling-developer.jpg,
after,https://agents.kujolang.ai/agents/trend-scout/,Trend Scout | Kujo WebOps | Kujo Agents,39,"Discover emerging domain topics, terminology, tools, questions, standards, and shifts without deciding editorial strategy alone.",128,1,https://agents.kujolang.ai/agents/trend-scout/,Trend Scout | Kujo WebOps,"Discover emerging domain topics, terminology, tools, questions, standards, and shifts without deciding editorial strategy alone.",https://agents.kujolang.ai/agents/trend-scout/,https://agents.kujolang.ai/assets/images/social/trend-scout.jpg,summary_large_image,Trend Scout | Kujo WebOps,"Discover emerging domain topics, terminology, tools, questions, standards, and shifts without deciding editorial strategy alone.",https://agents.kujolang.ai/assets/images/social/trend-scout.jpg,
after,https://agents.kujolang.ai/agents/triage-agent/,Triage Agent | Kujo Chain of Command | Kujo Agents,50,"Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response.",209,1,https://agents.kujolang.ai/agents/triage-agent/,Triage Agent | Kujo Chain of Command,"Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response.",https://agents.kujolang.ai/agents/triage-agent/,https://agents.kujolang.ai/assets/images/social/triage-agent.jpg,summary_large_image,Triage Agent | Kujo Chain of Command,"Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response.",https://agents.kujolang.ai/assets/images/social/triage-agent.jpg,
after,https://agents.kujolang.ai/agents/visual-qa-agent/,Visual QA Agent | Kujo Chain of Command | Kujo Agents,53,"Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces.",117,1,https://agents.kujolang.ai/agents/visual-qa-agent/,Visual QA Agent | Kujo Chain of Command,"Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces.",https://agents.kujolang.ai/agents/visual-qa-agent/,https://agents.kujolang.ai/assets/images/social/visual-qa-agent.jpg,summary_large_image,Visual QA Agent | Kujo Chain of Command,"Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces.",https://agents.kujolang.ai/assets/images/social/visual-qa-agent.jpg,
after,https://agents.kujolang.ai/agents/webops/,WebOps Agents | Kujo Agents,27,"A coordinated roster for technical SEO, content intelligence, site quality, search analytics, and safe WebOps operations.",121,1,https://agents.kujolang.ai/agents/webops/,WebOps Agents,"A coordinated roster for technical SEO, content intelligence, site quality, search analytics, and safe WebOps operations.",https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/assets/images/social/agents-webops.jpg,summary_large_image,WebOps Agents,"A coordinated roster for technical SEO, content intelligence, site quality, search analytics, and safe WebOps operations.",https://agents.kujolang.ai/assets/images/social/agents-webops.jpg,
after,https://agents.kujolang.ai/agents/webops-reporter/,WebOps Reporter | Kujo WebOps | Kujo Agents,43,"Synthesize existing WebOps evidence into quiet reports focused on improvements, regressions, changes, actions, deferrals, and unavailable checks.",145,1,https://agents.kujolang.ai/agents/webops-reporter/,WebOps Reporter | Kujo WebOps,"Synthesize existing WebOps evidence into quiet reports focused on improvements, regressions, changes, actions, deferrals, and unavailable checks.",https://agents.kujolang.ai/agents/webops-reporter/,https://agents.kujolang.ai/assets/images/social/webops-reporter.jpg,summary_large_image,WebOps Reporter | Kujo WebOps,"Synthesize existing WebOps evidence into quiet reports focused on improvements, regressions, changes, actions, deferrals, and unavailable checks.",https://agents.kujolang.ai/assets/images/social/webops-reporter.jpg,
after,https://agents.kujolang.ai/,Kujo Agents,11,A source-grounded library of specialized Kujo agent sets.,57,1,https://agents.kujolang.ai/,Kujo Agents,A source-grounded library of specialized Kujo agent sets.,https://agents.kujolang.ai/,https://agents.kujolang.ai/assets/images/social/home.jpg,summary_large_image,Kujo Agents,A source-grounded library of specialized Kujo agent sets.,https://agents.kujolang.ai/assets/images/social/home.jpg,
