phase,url,title,title_length,duplicate_title,meta_description,description_length,duplicate_description,h1,h1_count,canonical,lang,og_title,og_description,og_url,og_image,twitter_card,author,issues,production_status
after,https://agents.kujolang.ai/agents/planner/,Planner | Kujo Chain of Command | Kujo Agents,45,no,"Convert goals into milestones, tasks, sequencing, dependencies, acceptance criteria, and verification plans.",108,no,Planner,1,https://agents.kujolang.ai/agents/planner/,en,Planner | Kujo Chain of Command,"Convert goals into milestones, tasks, sequencing, dependencies, acceptance criteria, and verification plans.",https://agents.kujolang.ai/agents/planner/,https://agents.kujolang.ai/assets/images/social/planner.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/product-strategist/,Product Strategist | Kujo Chain of Command | Kujo Agents,56,no,"Own user value, roadmap fit, feature framing, adoption assumptions, and ICP alignment.",86,no,Product Strategist,1,https://agents.kujolang.ai/agents/product-strategist/,en,Product Strategist | Kujo Chain of Command,"Own user value, roadmap fit, feature framing, adoption assumptions, and ICP alignment.",https://agents.kujolang.ai/agents/product-strategist/,https://agents.kujolang.ai/assets/images/social/product-strategist.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/production-editor/,Production Editor | Kujo Publishing House | Kujo Agents,55,no,"Assemble validated, versioned, reviewable content packages with manifests, checksums, source artifacts, assets, evidence, metadata, and approval requirements.",158,no,Production Editor,1,https://agents.kujolang.ai/agents/production-editor/,en,Production Editor | Kujo Publishing House,"Assemble validated, versioned, reviewable content packages with manifests, checksums, source artifacts, assets, evidence, metadata, and approval requirements.",https://agents.kujolang.ai/agents/production-editor/,https://agents.kujolang.ai/assets/images/social/production-editor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/publisher/,Publisher | Kujo Publishing House | Kujo Agents,47,no,"Set the house charter, portfolio priorities, commercial posture, investment thresholds, and institutional standards without replacing human approval.",149,no,Publisher,1,https://agents.kujolang.ai/agents/publisher/,en,Publisher | Kujo Publishing House,"Set the house charter, portfolio priorities, commercial posture, investment thresholds, and institutional standards without replacing human approval.",https://agents.kujolang.ai/agents/publisher/,https://agents.kujolang.ai/assets/images/social/publisher.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/publishing-house/,Publishing House Agents | Kujo Agents,37,no,"A standalone editorial team for strategy, creative development, writing, independent review, production, and bounded publishing operations.",139,no,Publishing House,1,https://agents.kujolang.ai/agents/publishing-house/,en,Publishing House Agents,"A standalone editorial team for strategy, creative development, writing, independent review, production, and bounded publishing operations.",https://agents.kujolang.ai/agents/publishing-house/,https://agents.kujolang.ai/assets/images/social/agents-publishing-house.jpg,summary_large_image,Robert DeVore,,200
after,https://agents.kujolang.ai/agents/publishing-operations-director/,Publishing Operations Director | Kujo Publishing House | Kujo Agents,68,no,"Publish or schedule only an explicitly approved artifact version through a bounded adapter, with preflight, idempotency, rollback awareness, and receipts.",154,no,Publishing Operations Director,1,https://agents.kujolang.ai/agents/publishing-operations-director/,en,Publishing Operations Director | Kujo Publishing House,"Publish or schedule only an explicitly approved artifact version through a bounded adapter, with preflight, idempotency, rollback awareness, and receipts.",https://agents.kujolang.ai/agents/publishing-operations-director/,https://agents.kujolang.ai/assets/images/social/publishing-operations-director.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/qa-lead/,QA Lead | Kujo Chain of Command | Kujo Agents,45,no,"Define test plans, evidence requirements, acceptance gates, and quality status for a change or release candidate.",113,no,QA Lead,1,https://agents.kujolang.ai/agents/qa-lead/,en,QA Lead | Kujo Chain of Command,"Define test plans, evidence requirements, acceptance gates, and quality status for a change or release candidate.",https://agents.kujolang.ai/agents/qa-lead/,https://agents.kujolang.ai/assets/images/social/qa-lead.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/receipt-collector/,Receipt Collector | Kujo Chain of Command | Kujo Agents,55,no,"Capture command output, logs, RunLedger receipts, CaseFile bundles, Watchdog telemetry references, and evidence paths for auditability.",135,no,Receipt Collector,1,https://agents.kujolang.ai/agents/receipt-collector/,en,Receipt Collector | Kujo Chain of Command,"Capture command output, logs, RunLedger receipts, CaseFile bundles, Watchdog telemetry references, and evidence paths for auditability.",https://agents.kujolang.ai/agents/receipt-collector/,https://agents.kujolang.ai/assets/images/social/receipt-collector.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/release-verifier/,Release Verifier | Kujo Chain of Command | Kujo Agents,54,no,"Check release readiness, run or coordinate release gates, and report blockers before ship decisions.",100,no,Release Verifier,1,https://agents.kujolang.ai/agents/release-verifier/,en,Release Verifier | Kujo Chain of Command,"Check release readiness, run or coordinate release gates, and report blockers before ship decisions.",https://agents.kujolang.ai/agents/release-verifier/,https://agents.kujolang.ai/assets/images/social/release-verifier.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/research-analyst/,Research Analyst | Kujo Chain of Command | Kujo Agents,54,no,"Gather repo, API, dependency, workflow, or technical context and separate confirmed facts from inference.",105,no,Research Analyst,1,https://agents.kujolang.ai/agents/research-analyst/,en,Research Analyst | Kujo Chain of Command,"Gather repo, API, dependency, workflow, or technical context and separate confirmed facts from inference.",https://agents.kujolang.ai/agents/research-analyst/,https://agents.kujolang.ai/assets/images/social/research-analyst.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/risk-officer/,Risk Officer | Kujo Chain of Command | Kujo Agents,50,no,"Identify risk, security concerns, migration issues, release blockers, scope creep, and evidence gaps before or during work.",123,no,Risk Officer,1,https://agents.kujolang.ai/agents/risk-officer/,en,Risk Officer | Kujo Chain of Command,"Identify risk, security concerns, migration issues, release blockers, scope creep, and evidence gaps before or during work.",https://agents.kujolang.ai/agents/risk-officer/,https://agents.kujolang.ai/assets/images/social/risk-officer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/routine-worker/,Routine Worker | Kujo Chain of Command | Kujo Agents,52,no,Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status.,119,no,Routine Worker,1,https://agents.kujolang.ai/agents/routine-worker/,en,Routine Worker | Kujo Chain of Command,Run explicitly assigned local commands or scripts and report exact results without interpretation beyond simple status.,https://agents.kujolang.ai/agents/routine-worker/,https://agents.kujolang.ai/assets/images/social/routine-worker.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/schema-auditor/,Schema Auditor | Kujo WebOps | Kujo Agents,42,no,"Review structured data validity, relevance, visible-content consistency, missing appropriate types, and obsolete patterns.",122,no,Schema Auditor,1,https://agents.kujolang.ai/agents/schema-auditor/,en,Schema Auditor | Kujo WebOps,"Review structured data validity, relevance, visible-content consistency, missing appropriate types, and obsolete patterns.",https://agents.kujolang.ai/agents/schema-auditor/,https://agents.kujolang.ai/assets/images/social/schema-auditor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/search-performance-analyst/,Search Performance Analyst | Kujo WebOps | Kujo Agents,54,no,"Analyze longitudinal measured impressions, clicks, CTR, position, query movement, page movement, and query/page relationships.",126,no,Search Performance Analyst,1,https://agents.kujolang.ai/agents/search-performance-analyst/,en,Search Performance Analyst | Kujo WebOps,"Analyze longitudinal measured impressions, clicks, CTR, position, query movement, page movement, and query/page relationships.",https://agents.kujolang.ai/agents/search-performance-analyst/,https://agents.kujolang.ai/assets/images/social/search-performance-analyst.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/search-submission-operator/,Search Submission Operator | Kujo WebOps | Kujo Agents,54,no,Submit authorized URLs or sitemaps through supported providers and preserve auditable receipts without promising indexing.,122,no,Search Submission Operator,1,https://agents.kujolang.ai/agents/search-submission-operator/,en,Search Submission Operator | Kujo WebOps,Submit authorized URLs or sitemaps through supported providers and preserve auditable receipts without promising indexing.,https://agents.kujolang.ai/agents/search-submission-operator/,https://agents.kujolang.ai/assets/images/social/search-submission-operator.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/search-web-standards-watch/,Search & Web Standards Watch | Kujo WebOps | Kujo Agents,56,no,"Monitor authoritative search, structured-data, indexing, analytics, browser, AI-search, and web-specification changes.",118,no,Search & Web Standards Watch,1,https://agents.kujolang.ai/agents/search-web-standards-watch/,en,Search & Web Standards Watch | Kujo WebOps,"Monitor authoritative search, structured-data, indexing, analytics, browser, AI-search, and web-specification changes.",https://agents.kujolang.ai/agents/search-web-standards-watch/,https://agents.kujolang.ai/assets/images/social/search-web-standards-watch.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/security-reviewer/,Security Reviewer | Kujo Chain of Command | Kujo Agents,55,no,"Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts.",129,no,Security Reviewer,1,https://agents.kujolang.ai/agents/security-reviewer/,en,Security Reviewer | Kujo Chain of Command,"Review secrets, auth, host effects, path boundaries, network exposure, unsafe commands, dependency risk, and sensitive artifacts.",https://agents.kujolang.ai/agents/security-reviewer/,https://agents.kujolang.ai/assets/images/social/security-reviewer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/seo-auditor/,SEO Auditor | Kujo WebOps | Kujo Agents,39,no,Synthesize specialist WebOps SEO evidence into a periodic prioritized assessment without reimplementing each specialty.,119,no,SEO Auditor,1,https://agents.kujolang.ai/agents/seo-auditor/,en,SEO Auditor | Kujo WebOps,Synthesize specialist WebOps SEO evidence into a periodic prioritized assessment without reimplementing each specialty.,https://agents.kujolang.ai/agents/seo-auditor/,https://agents.kujolang.ai/assets/images/social/seo-auditor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/site-qa-operator/,Site QA Operator | Kujo WebOps | Kujo Agents,44,no,"Determine whether the deployed site actually loads, links, renders, and behaves sanely using crawl and browser evidence.",120,no,Site QA Operator,1,https://agents.kujolang.ai/agents/site-qa-operator/,en,Site QA Operator | Kujo WebOps,"Determine whether the deployed site actually loads, links, renders, and behaves sanely using crawl and browser evidence.",https://agents.kujolang.ai/agents/site-qa-operator/,https://agents.kujolang.ai/assets/images/social/site-qa-operator.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/sitrep-agent/,SITREP Agent | Kujo Chain of Command | Kujo Agents,50,no,"Produce short status reports, current-state summaries, and handoff snapshots from available evidence.",101,no,SITREP Agent,1,https://agents.kujolang.ai/agents/sitrep-agent/,en,SITREP Agent | Kujo Chain of Command,"Produce short status reports, current-state summaries, and handoff snapshots from available evidence.",https://agents.kujolang.ai/agents/sitrep-agent/,https://agents.kujolang.ai/assets/images/social/sitrep-agent.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/social-community-editor/,Social & Community Editor | Kujo Publishing House | Kujo Agents,63,no,"Create platform-native social posts, threads, prompts, replies, and community packages that invite useful participation without flattening the source.",150,no,Social & Community Editor,1,https://agents.kujolang.ai/agents/social-community-editor/,en,Social & Community Editor | Kujo Publishing House,"Create platform-native social posts, threads, prompts, replies, and community packages that invite useful participation without flattening the source.",https://agents.kujolang.ai/agents/social-community-editor/,https://agents.kujolang.ai/assets/images/social/social-community-editor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/spec-writer/,Spec Writer | Kujo Chain of Command | Kujo Agents,49,no,"Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations.",132,no,Spec Writer,1,https://agents.kujolang.ai/agents/spec-writer/,en,Spec Writer | Kujo Chain of Command,"Create and maintain task contracts with scope, acceptance criteria, eval requirements, risks, dependencies, and review expectations.",https://agents.kujolang.ai/agents/spec-writer/,https://agents.kujolang.ai/assets/images/social/spec-writer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,Standards & Evidence Editor | Kujo Publishing House | Kujo Agents,65,no,"Independently verify claims, sources, quotations, attribution, disclosures, rights, privacy, product status, and evidence classifications.",138,no,Standards & Evidence Editor,1,https://agents.kujolang.ai/agents/standards-evidence-editor/,en,Standards & Evidence Editor | Kujo Publishing House,"Independently verify claims, sources, quotations, attribution, disclosures, rights, privacy, product status, and evidence classifications.",https://agents.kujolang.ai/agents/standards-evidence-editor/,https://agents.kujolang.ai/assets/images/social/standards-evidence-editor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/systems-architect/,Systems Architect | Kujo Chain of Command | Kujo Agents,55,no,"Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence.",110,no,Systems Architect,1,https://agents.kujolang.ai/agents/systems-architect/,en,Systems Architect | Kujo Chain of Command,"Own architecture, module boundaries, platform decisions, runtime tradeoffs, and long-term technical coherence.",https://agents.kujolang.ai/agents/systems-architect/,https://agents.kujolang.ai/assets/images/social/systems-architect.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/technical-editor-writer/,Technical Editor & Writer | Kujo Publishing House | Kujo Agents,63,no,"Create technical explanations, tutorials, workflow walkthroughs, code examples, and product narratives that remain reproducible and source-grounded.",148,no,Technical Editor & Writer,1,https://agents.kujolang.ai/agents/technical-editor-writer/,en,Technical Editor & Writer | Kujo Publishing House,"Create technical explanations, tutorials, workflow walkthroughs, code examples, and product narratives that remain reproducible and source-grounded.",https://agents.kujolang.ai/agents/technical-editor-writer/,https://agents.kujolang.ai/assets/images/social/technical-editor-writer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,Technical SEO Auditor | Kujo WebOps | Kujo Agents,49,no,"Audit deterministic crawl, canonical, redirect, metadata, structured-data, internal-link, and indexability conditions.",118,no,Technical SEO Auditor,1,https://agents.kujolang.ai/agents/technical-seo-auditor/,en,Technical SEO Auditor | Kujo WebOps,"Audit deterministic crawl, canonical, redirect, metadata, structured-data, internal-link, and indexability conditions.",https://agents.kujolang.ai/agents/technical-seo-auditor/,https://agents.kujolang.ai/assets/images/social/technical-seo-auditor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/test-runner/,Test Runner | Kujo Chain of Command | Kujo Agents,49,no,"Run explicit test, eval, or smoke commands and report exact results.",68,no,Test Runner,1,https://agents.kujolang.ai/agents/test-runner/,en,Test Runner | Kujo Chain of Command,"Run explicit test, eval, or smoke commands and report exact results.",https://agents.kujolang.ai/agents/test-runner/,https://agents.kujolang.ai/assets/images/social/test-runner.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/tooling-developer/,Tooling Developer | Kujo Chain of Command | Kujo Agents,55,no,"Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations.",104,no,Tooling Developer,1,https://agents.kujolang.ai/agents/tooling-developer/,en,Tooling Developer | Kujo Chain of Command,"Build or maintain CLI tools, scripts, local automation, developer workflows, and KUJO tool integrations.",https://agents.kujolang.ai/agents/tooling-developer/,https://agents.kujolang.ai/assets/images/social/tooling-developer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/trend-scout/,Trend Scout | Kujo WebOps | Kujo Agents,39,no,"Discover emerging domain topics, terminology, tools, questions, standards, and shifts without deciding editorial strategy alone.",128,no,Trend Scout,1,https://agents.kujolang.ai/agents/trend-scout/,en,Trend Scout | Kujo WebOps,"Discover emerging domain topics, terminology, tools, questions, standards, and shifts without deciding editorial strategy alone.",https://agents.kujolang.ai/agents/trend-scout/,https://agents.kujolang.ai/assets/images/social/trend-scout.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/triage-agent/,Triage Agent | Kujo Chain of Command | Kujo Agents,50,no,"Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response.",209,no,Triage Agent,1,https://agents.kujolang.ai/agents/triage-agent/,en,Triage Agent | Kujo Chain of Command,"Review flagged wrong outputs, stopped workflow states, failed handoffs, and abnormal results so the chain can decide whether to resume, reroute, require human review, or coordinate the immediate next response.",https://agents.kujolang.ai/agents/triage-agent/,https://agents.kujolang.ai/assets/images/social/triage-agent.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/video-audio-producer/,Video & Audio Producer | Kujo Publishing House | Kujo Agents,60,no,"Turn approved editorial ideas into treatments, scripts, storyboards, shot or segment plans, voiceover, captions, and reviewable multimedia packages.",148,no,Video & Audio Producer,1,https://agents.kujolang.ai/agents/video-audio-producer/,en,Video & Audio Producer | Kujo Publishing House,"Turn approved editorial ideas into treatments, scripts, storyboards, shot or segment plans, voiceover, captions, and reviewable multimedia packages.",https://agents.kujolang.ai/agents/video-audio-producer/,https://agents.kujolang.ai/assets/images/social/video-audio-producer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops/,VideoOps Agents | Kujo Agents,29,no,"A production coordinator and five-stage video team for planning, rights-aware asset resolution, explicit generation, HyperFrames editing, and independent critique.",163,no,VideoOps,1,https://agents.kujolang.ai/agents/videoops/,en,VideoOps Agents,"A production coordinator and five-stage video team for planning, rights-aware asset resolution, explicit generation, HyperFrames editing, and independent critique.",https://agents.kujolang.ai/agents/videoops/,https://agents.kujolang.ai/assets/images/social/agents-videoops.jpg,summary_large_image,Robert DeVore,,200
after,https://agents.kujolang.ai/agents/videoops-asset-scout/,Video Asset Scout | Kujo VideoOps | Kujo Agents,47,no,"Resolve approved asset requirements from first-party, captured, licensed, or explicit generation sources while preserving provenance.",133,no,Video Asset Scout,1,https://agents.kujolang.ai/agents/videoops-asset-scout/,en,Video Asset Scout | Kujo VideoOps,"Resolve approved asset requirements from first-party, captured, licensed, or explicit generation sources while preserving provenance.",https://agents.kujolang.ai/agents/videoops-asset-scout/,https://agents.kujolang.ai/assets/images/social/videoops-asset-scout.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops-creative-director/,Video Creative Director | Kujo VideoOps | Kujo Agents,53,no,Transform validated PackWrite intake into a complete timed production plan without acquiring assets or rendering media.,119,no,Video Creative Director,1,https://agents.kujolang.ai/agents/videoops-creative-director/,en,Video Creative Director | Kujo VideoOps,Transform validated PackWrite intake into a complete timed production plan without acquiring assets or rendering media.,https://agents.kujolang.ai/agents/videoops-creative-director/,https://agents.kujolang.ai/assets/images/social/videoops-creative-director.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,Video HyperFrames Editor | Kujo VideoOps | Kujo Agents,54,no,"Translate approved planning and asset contracts into a deterministic HyperFrames composition, render, and bounded fix-list revisions.",133,no,Video HyperFrames Editor,1,https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,en,Video HyperFrames Editor | Kujo VideoOps,"Translate approved planning and asset contracts into a deterministic HyperFrames composition, render, and bounded fix-list revisions.",https://agents.kujolang.ai/agents/videoops-hyperframes-editor/,https://agents.kujolang.ai/assets/images/social/videoops-hyperframes-editor.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops-media-generator/,Video Media Generator | Kujo VideoOps | Kujo Agents,51,no,Create only the smallest set of custom media explicitly marked GENERATE and register each result in the asset manifest.,119,no,Video Media Generator,1,https://agents.kujolang.ai/agents/videoops-media-generator/,en,Video Media Generator | Kujo VideoOps,Create only the smallest set of custom media explicitly marked GENERATE and register each result in the asset manifest.,https://agents.kujolang.ai/agents/videoops-media-generator/,https://agents.kujolang.ai/assets/images/social/videoops-media-generator.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops-producer/,VideoOps Producer | Kujo VideoOps | Kujo Agents,47,no,Accept an arbitrary video-production mission and coordinate the five bounded VideoOps specialists through a verified final deliverable.,135,no,VideoOps Producer,1,https://agents.kujolang.ai/agents/videoops-producer/,en,VideoOps Producer | Kujo VideoOps,Accept an arbitrary video-production mission and coordinate the five bounded VideoOps specialists through a verified final deliverable.,https://agents.kujolang.ai/agents/videoops-producer/,https://agents.kujolang.ai/assets/images/social/videoops-producer.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/videoops-video-critic/,Video Critic | Kujo VideoOps | Kujo Agents,42,no,Independently compare the rendered artifact with approved intent and return deterministic PASS or actionable FAIL evidence.,123,no,Video Critic,1,https://agents.kujolang.ai/agents/videoops-video-critic/,en,Video Critic | Kujo VideoOps,Independently compare the rendered artifact with approved intent and return deterministic PASS or actionable FAIL evidence.,https://agents.kujolang.ai/agents/videoops-video-critic/,https://agents.kujolang.ai/assets/images/social/videoops-video-critic.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/visual-qa-agent/,Visual QA Agent | Kujo Chain of Command | Kujo Agents,53,no,"Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces.",117,no,Visual QA Agent,1,https://agents.kujolang.ai/agents/visual-qa-agent/,en,Visual QA Agent | Kujo Chain of Command,"Produce deterministic browser, layout, accessibility, console, network, and visual evidence for user-facing surfaces.",https://agents.kujolang.ai/agents/visual-qa-agent/,https://agents.kujolang.ai/assets/images/social/visual-qa-agent.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/agents/webops/,WebOps Agents | Kujo Agents,27,no,"A coordinated roster for technical SEO, content intelligence, site quality, search analytics, and safe WebOps operations.",121,no,WebOps,1,https://agents.kujolang.ai/agents/webops/,en,WebOps Agents,"A coordinated roster for technical SEO, content intelligence, site quality, search analytics, and safe WebOps operations.",https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/assets/images/social/agents-webops.jpg,summary_large_image,Robert DeVore,,200
after,https://agents.kujolang.ai/agents/webops-reporter/,WebOps Reporter | Kujo WebOps | Kujo Agents,43,no,"Synthesize existing WebOps evidence into quiet reports focused on improvements, regressions, changes, actions, deferrals, and unavailable checks.",145,no,WebOps Reporter,1,https://agents.kujolang.ai/agents/webops-reporter/,en,WebOps Reporter | Kujo WebOps,"Synthesize existing WebOps evidence into quiet reports focused on improvements, regressions, changes, actions, deferrals, and unavailable checks.",https://agents.kujolang.ai/agents/webops-reporter/,https://agents.kujolang.ai/assets/images/social/webops-reporter.jpg,summary_large_image,Kujo,,200
after,https://agents.kujolang.ai/publishing-house-system/,"Kujo Publishing House Agents, Tools, Workflows & Skills | Kujo Agents",69,no,"Explore the complete Kujo Publishing House system: 23 agents, 8 editorial tools, 11 lifecycle workflows, and 11 operator skills for evidence-bound publishing.",158,no,Kujo Publishing House System,1,https://agents.kujolang.ai/publishing-house-system/,en,"Kujo Publishing House Agents, Tools, Workflows & Skills","Explore the complete Kujo Publishing House system: 23 agents, 8 editorial tools, 11 lifecycle workflows, and 11 operator skills for evidence-bound publishing.",https://agents.kujolang.ai/publishing-house-system/,https://agents.kujolang.ai/assets/images/social/publishing-house-system.jpg,summary_large_image,Robert DeVore,,200
